page,line_enum,text,tokens,x0,y0,x1,y1,width,height,empty_line,only_special,only_special_len,text_wo_numbers,text_wo_numbers_len,text_duplicated,to_delete_line
31,33,ARTICLE 10 INTELLECTUAL PROPERTY,4,218.59375,482.65472412109375,376.4062805175781,491.49224853515625,157.83753,8.86252,False,ARTICLE 10 INTELLECTUAL PROPERTY,4,ARTICLE  INTELLECTUAL PROPERTY,3,False,False
31,34,"10.1 Existing Intellectual Property. Except as the Parties may otherwise expressly agree in writing, each Party shall continue to own all",21,50.04999923706055,500.96112060546875,544.9505615234375,509.79864501953125,494.92556,8.86252,False,101 Existing Intellectual Property Except as the Parties may otherwise expressly agree in writing each Party shall continue to own all,21,". Existing Intellectual Property. Except as the Parties may otherwise expressly agree in writing, each Party shall continue to own all",21,False,False
31,35,"rights, including all Intellectual Property Rights, in and title to its Technology existing as of the Effective Date or developed during the",22,50.04999923706055,511.69232177734375,544.950927734375,520.5298461914062,494.92593,8.86252,False,rights including all Intellectual Property Rights in and title to its Technology existing as of the Effective Date or developed during the,22,"rights, including all Intellectual Property Rights, in and title to its Technology existing as of the Effective Date or developed during the",22,False,False
31,36,"Term but outside the scope of this Agreement, without conferring any interests therein on the other Party. Without limiting the generality",21,50.04999923706055,521.7921752929688,544.9503784179688,530.6296997070312,494.92538,8.86252,False,Term but outside the scope of this Agreement without conferring any interests therein on the other Party Without limiting the generality,21,"Term but outside the scope of this Agreement, without conferring any interests therein on the other Party. Without limiting the generality",21,False,False
31,37,"of the preceding sentence, as between the Parties, the Parties acknowledge and agree that (i) Miltenyi owns and shall continue to own all",23,50.04999923706055,531.8922729492188,544.9501953125,540.7297973632812,494.9252,8.86252,False,of the preceding sentence as between the Parties the Parties acknowledge and agree that i Miltenyi owns and shall continue to own all,23,"of the preceding sentence, as between the Parties, the Parties acknowledge and agree that (i) Miltenyi owns and shall continue to own all",23,False,False
31,38,"rights (including all Intellectual Property Rights) in the Miltenyi Technology included in the Miltenyi Products supplied to Bellicum, and",19,50.04999923706055,541.9923706054688,544.9500122070312,550.8298950195312,494.92501,8.86252,False,rights including all Intellectual Property Rights in the Miltenyi Technology included in the Miltenyi Products supplied to Bellicum and,19,"rights (including all Intellectual Property Rights) in the Miltenyi Technology included in the Miltenyi Products supplied to Bellicum, and",19,False,False
31,39,"Bellicum shall not acquire any right, interest in or title to the Miltenyi Technology by virtue of this Agreement or otherwise, and (ii)",23,50.04999923706055,552.0922241210938,544.950439453125,560.9297485351562,494.92544,8.86252,False,Bellicum shall not acquire any right interest in or title to the Miltenyi Technology by virtue of this Agreement or otherwise and ii,23,"Bellicum shall not acquire any right, interest in or title to the Miltenyi Technology by virtue of this Agreement or otherwise, and (ii)",23,False,False
31,40,Bellicum owns or,3,50.04999923706055,562.1923217773438,112.54374694824219,571.0298461914062,62.51875,8.86252,False,Bellicum owns or,3,Bellicum owns or,3,False,False
32,3,controls and shall continue to own and control all rights (including all Intellectual Property Rights) in the Bellicum Technology and,20,50.04999923706055,101.37983703613281,544.9496459960938,110.21733856201172,494.92465,8.8625,False,controls and shall continue to own and control all rights including all Intellectual Property Rights in the Bellicum Technology and,20,controls and shall continue to own and control all rights (including all Intellectual Property Rights) in the Bellicum Technology and,20,False,False
32,4,"Bellicum Products (and any Intellectual Property rights thereof), and Miltenyi shall not acquire any right, interest in or title to the Bellicum",22,50.04999923706055,111.47993469238281,544.9505004882812,120.31743621826172,494.9255,8.8625,False,Bellicum Products and any Intellectual Property rights thereof and Miltenyi shall not acquire any right interest in or title to the Bellicum,22,"Bellicum Products (and any Intellectual Property rights thereof), and Miltenyi shall not acquire any right, interest in or title to the Bellicum",22,False,False
32,5,Technology and Bellicum Products (and any Intellectual Property rights thereof) by virtue of this Agreement or otherwise.,17,50.04999923706055,121.58003234863281,486.243896484375,130.4175262451172,436.2189,8.86249,False,Technology and Bellicum Products and any Intellectual Property rights thereof by virtue of this Agreement or otherwise,17,Technology and Bellicum Products (and any Intellectual Property rights thereof) by virtue of this Agreement or otherwise.,17,False,False
32,6,"10.2 Limited License. Miltenyi hereby grants to Bellicum, subject to all the terms and conditions of this Agreement, a limited non-exclusive",21,50.04999923706055,139.8861846923828,544.9500732421875,148.7236785888672,494.92507,8.86249,False,102 Limited License Miltenyi hereby grants to Bellicum subject to all the terms and conditions of this Agreement a limited nonexclusive,21,". Limited License. Miltenyi hereby grants to Bellicum, subject to all the terms and conditions of this Agreement, a limited non-exclusive",21,False,False
32,7,"right and license under the Miltenyi Technology incorporated or embodied in the Miltenyi Products supplied hereunder), solely to use such",20,50.04999923706055,150.6173858642578,544.9497680664062,159.4548797607422,494.92477,8.86249,False,right and license under the Miltenyi Technology incorporated or embodied in the Miltenyi Products supplied hereunder solely to use such,20,"right and license under the Miltenyi Technology incorporated or embodied in the Miltenyi Products supplied hereunder), solely to use such",20,False,False
32,8,Miltenyi Products for the Permitted Use. The foregoing license shall be sub-licensable through multiple tiers to Licensees of Bellicum and,20,50.04999923706055,160.7174835205078,544.9493408203125,169.5549774169922,494.92434,8.86249,False,Miltenyi Products for the Permitted Use The foregoing license shall be sublicensable through multiple tiers to Licensees of Bellicum and,20,Miltenyi Products for the Permitted Use. The foregoing license shall be sub-licensable through multiple tiers to Licensees of Bellicum and,20,False,False
32,9,to Bellicum’s and its Licensees’ respective Subcontractors (but not to Miltenyi Competitors) solely in conjunction with the use of such,20,50.04999923706055,170.8175811767578,544.9498291015625,179.6550750732422,494.92483,8.86249,False,to Bellicums and its Licensees respective Subcontractors but not to Miltenyi Competitors solely in conjunction with the use of such,20,to Bellicum’s and its Licensees’ respective Subcontractors (but not to Miltenyi Competitors) solely in conjunction with the use of such,20,False,False
32,10,"Miltenyi Products for the Permitted Use, provided however that Subcontractors shall not have the right to grant sublicenses under Miltenyi",20,50.04999923706055,180.9174346923828,544.949951171875,189.7549285888672,494.92495,8.86249,False,Miltenyi Products for the Permitted Use provided however that Subcontractors shall not have the right to grant sublicenses under Miltenyi,20,"Miltenyi Products for the Permitted Use, provided however that Subcontractors shall not have the right to grant sublicenses under Miltenyi",20,False,False
32,11,"Technology). For the avoidance of doubt, the license granted to Bellicum under this Section 10.2 conveys no right to Bellicum, its",21,50.04999923706055,191.0175323486328,544.9501342773438,199.8550262451172,494.92514,8.86249,False,Technology For the avoidance of doubt the license granted to Bellicum under this Section 102 conveys no right to Bellicum its,21,"Technology). For the avoidance of doubt, the license granted to Bellicum under this Section . conveys no right to Bellicum, its",21,False,False
32,12,"Subcontractors or Licensees to use Miltenyi Technology to make, have made, import, have imported, offer for sale and/or sell any",20,50.04999923706055,201.1173858642578,544.9498901367188,209.9548797607422,494.92489,8.86249,False,Subcontractors or Licensees to use Miltenyi Technology to make have made import have imported offer for sale andor sell any,20,"Subcontractors or Licensees to use Miltenyi Technology to make, have made, import, have imported, offer for sale and/or sell any",20,False,False
32,13,Miltenyi Product.,2,50.04999923706055,211.2174835205078,111.91255950927734,220.0549774169922,61.88756,8.86249,False,Miltenyi Product,2,Miltenyi Product.,2,False,False
32,14,10.3 Notification. Miltenyi will promptly notify Bellicum in writing of Miltenyi’s receipt of any written claim or demand from any Third,21,50.04999923706055,229.5236358642578,544.9503784179688,238.3611297607422,494.92538,8.86249,False,103 Notification Miltenyi will promptly notify Bellicum in writing of Miltenyis receipt of any written claim or demand from any Third,21,. Notification. Miltenyi will promptly notify Bellicum in writing of Miltenyi’s receipt of any written claim or demand from any Third,21,False,False
32,15,"Party alleging that the practice of Miltenyi Technology infringes such Third Party’s Intellectual Property Rights, or Miltenyi’s receipt of",19,50.04999923706055,240.2550811767578,544.9500122070312,249.0925750732422,494.92501,8.86249,False,Party alleging that the practice of Miltenyi Technology infringes such Third Partys Intellectual Property Rights or Miltenyis receipt of,19,"Party alleging that the practice of Miltenyi Technology infringes such Third Party’s Intellectual Property Rights, or Miltenyi’s receipt of",19,False,False
32,16,written notice of the initiation of any legal action or other legal proceeding by any Third Party alleging that the practice of Miltenyi,23,50.04999923706055,250.3549346923828,544.9506225585938,259.19244384765625,494.92562,8.86251,False,written notice of the initiation of any legal action or other legal proceeding by any Third Party alleging that the practice of Miltenyi,23,written notice of the initiation of any legal action or other legal proceeding by any Third Party alleging that the practice of Miltenyi,23,False,False
32,17,Technology infringes such Third Party’s Intellectual Property Rights.,8,50.04999923706055,260.45501708984375,296.8687438964844,269.29254150390625,246.84374,8.86252,False,Technology infringes such Third Partys Intellectual Property Rights,8,Technology infringes such Third Party’s Intellectual Property Rights.,8,False,False
32,18,"10.4 Disclaimer. Except as otherwise expressly provided herein, nothing contained in this Agreement shall be construed or interpreted,",18,50.04999923706055,278.76116943359375,544.949951171875,287.59869384765625,494.92495,8.86252,False,104 Disclaimer Except as otherwise expressly provided herein nothing contained in this Agreement shall be construed or interpreted,18,". Disclaimer. Except as otherwise expressly provided herein, nothing contained in this Agreement shall be construed or interpreted,",18,False,False
32,19,"either expressly or by implication, estoppel or otherwise, as: (i) a grant, transfer or other conveyance by either Party to the other of any",24,50.04999923706055,289.49237060546875,544.9495239257812,298.32989501953125,494.92452,8.86252,False,either expressly or by implication estoppel or otherwise as i a grant transfer or other conveyance by either Party to the other of any,24,"either expressly or by implication, estoppel or otherwise, as: (i) a grant, transfer or other conveyance by either Party to the other of any",24,False,False
32,20,"right, title, license or other interest of any kind in any portion of its Technology or Intellectual Property Rights, or (ii) creating an",23,50.04999923706055,299.59246826171875,544.9500122070312,308.42999267578125,494.92501,8.86252,False,right title license or other interest of any kind in any portion of its Technology or Intellectual Property Rights or ii creating an,23,"right, title, license or other interest of any kind in any portion of its Technology or Intellectual Property Rights, or (ii) creating an",23,False,False
32,21,"obligation on the part of either Party to make any such grant, transfer or other conveyance.",16,50.04999923706055,309.69256591796875,376.406005859375,318.53009033203125,326.38101,8.86252,False,obligation on the part of either Party to make any such grant transfer or other conveyance,16,"obligation on the part of either Party to make any such grant, transfer or other conveyance.",16,False,False
32,22,ARTICLE 11 WARRANTIES,3,245.7375030517578,327.99871826171875,349.2625732421875,336.83624267578125,103.55007,8.86252,False,ARTICLE 11 WARRANTIES,3,ARTICLE  WARRANTIES,2,False,False
32,23,"11.1 Miltenyi Product Warranty. Subject to Section 11.4 below, Miltenyi warrants and represents and covenants to Bellicum that Miltenyi",19,50.04999923706055,346.30487060546875,544.9495239257812,355.14239501953125,494.92452,8.86252,False,111 Miltenyi Product Warranty Subject to Section 114 below Miltenyi warrants and represents and covenants to Bellicum that Miltenyi,19,". Miltenyi Product Warranty. Subject to Section . below, Miltenyi warrants and represents and covenants to Bellicum that Miltenyi",19,False,False
32,24,Product Delivered hereunder will:,4,50.04999923706055,357.03631591796875,169.35633850097656,365.87384033203125,119.33134,8.86252,False,Product Delivered hereunder will,4,Product Delivered hereunder will:,4,False,False
32,25,"(1) be manufactured, tested and Devilvered by Miltenyi in accordance with all applicable marketing approvals (if any), Agreed Standards,",19,50.04999923706055,375.34246826171875,544.9497680664062,384.17999267578125,494.92477,8.86252,False,1 be manufactured tested and Devilvered by Miltenyi in accordance with all applicable marketing approvals if any Agreed Standards,19,"() be manufactured, tested and Devilvered by Miltenyi in accordance with all applicable marketing approvals (if any), Agreed Standards,",19,False,False
32,26,"the terms of this Agreement and other Applicable Laws applicable at the place of manufacture to the manufacture, testing, and Delivery of",22,50.04999923706055,386.07366943359375,544.950439453125,394.91119384765625,494.92544,8.86252,False,the terms of this Agreement and other Applicable Laws applicable at the place of manufacture to the manufacture testing and Delivery of,22,"the terms of this Agreement and other Applicable Laws applicable at the place of manufacture to the manufacture, testing, and Delivery of",22,False,False
32,27,Miltenyi Products by Miltenyi;,4,50.04999923706055,396.17376708984375,157.9937286376953,405.01129150390625,107.96873,8.86252,False,Miltenyi Products by Miltenyi,4,Miltenyi Products by Miltenyi;,4,False,False
32,28,(2) conform to Product Specifications at the time of Delivery;,10,50.04999923706055,414.47991943359375,270.9873962402344,423.31744384765625,220.9624,8.86252,False,2 conform to Product Specifications at the time of Delivery,10,() conform to Product Specifications at the time of Delivery;,10,False,False
32,29,(3) meet quality and purity characteristics that Miltenyi purports or represents that such Miltenyi Product possesses through its assigned,19,50.04999923706055,433.41741943359375,544.9505004882812,442.25494384765625,494.9255,8.86252,False,3 meet quality and purity characteristics that Miltenyi purports or represents that such Miltenyi Product possesses through its assigned,19,() meet quality and purity characteristics that Miltenyi purports or represents that such Miltenyi Product possesses through its assigned,19,False,False
32,30,expiry date (shelf life);,4,50.04999923706055,444.14862060546875,130.84999084472656,452.98614501953125,80.82499,8.86252,False,expiry date shelf life,4,expiry date (shelf life);,4,False,False
32,31,"(4) be supplied under a quality system in accordance and compliance with the Quality Agreement,",15,50.04999923706055,462.45501708984375,398.4997863769531,471.29254150390625,348.47479,8.86252,False,4 be supplied under a quality system in accordance and compliance with the Quality Agreement,15,"() be supplied under a quality system in accordance and compliance with the Quality Agreement,",15,False,False
32,32,"(5) not be adulterated or mislabeled under Applicable Laws, and",10,50.04999923706055,481.39251708984375,276.6688537597656,490.23004150390625,226.64385,8.86252,False,5 not be adulterated or mislabeled under Applicable Laws and,10,"() not be adulterated or mislabeled under Applicable Laws, and",10,False,False
32,33,"(6) at the time of Delivery, be delivered with full title and be free and clear of any lien or encumbrance",21,50.04999923706055,500.33001708984375,413.6498107910156,509.16754150390625,363.62481,8.86252,False,6 at the time of Delivery be delivered with full title and be free and clear of any lien or encumbrance,21,"() at the time of Delivery, be delivered with full title and be free and clear of any lien or encumbrance",21,False,False
33,3,"(collectively, the “Miltenyi Product Warranty”). Bellicum’s remedies and Miltenyi liability with respect to this Miltenyi Product Warranty",17,50.04999923706055,119.68598937988281,544.9500122070312,128.5234832763672,494.92501,8.86249,False,collectively the Miltenyi Product Warranty Bellicums remedies and Miltenyi liability with respect to this Miltenyi Product Warranty,17,"(collectively, the “Miltenyi Product Warranty”). Bellicum’s remedies and Miltenyi liability with respect to this Miltenyi Product Warranty",17,False,False
33,4,are set forth in Section 7.6 and as otherwise expressly set forth in this Agreement.,15,50.04999923706055,129.7860870361328,344.21258544921875,138.6235809326172,294.18759,8.86249,False,are set forth in Section 76 and as otherwise expressly set forth in this Agreement,15,are set forth in Section . and as otherwise expressly set forth in this Agreement.,15,False,False
33,5,"11.2 Additional Miltenyi Representations, Warranties, and Covenants. Miltenyi further represents and warrants and covenants to Bellicum",16,50.04999923706055,149.9860382080078,544.9502563476562,158.8235321044922,494.92526,8.86249,False,112 Additional Miltenyi Representations Warranties and Covenants Miltenyi further represents and warrants and covenants to Bellicum,16,". Additional Miltenyi Representations, Warranties, and Covenants. Miltenyi further represents and warrants and covenants to Bellicum",16,False,False
33,6,that:,1,50.04999923706055,160.7172393798828,65.20000457763672,169.5547332763672,15.17501,8.86249,False,that,1,that:,1,False,False
33,7,"(1) Miltenyi and its Affiliates and Subcontractors have the scientific, technical and other requisite competencies, and full right and power",20,50.04999923706055,179.0233917236328,544.9500732421875,187.8608856201172,494.92507,8.86249,False,1 Miltenyi and its Affiliates and Subcontractors have the scientific technical and other requisite competencies and full right and power,20,"() Miltenyi and its Affiliates and Subcontractors have the scientific, technical and other requisite competencies, and full right and power",20,False,False
33,8,"to perform the obligations set forth in this Agreement, and Miltenyi covenants that during the Term of this Agreement it will not enter into",24,50.04999923706055,189.7548370361328,544.9497680664062,198.5923309326172,494.92477,8.86249,False,to perform the obligations set forth in this Agreement and Miltenyi covenants that during the Term of this Agreement it will not enter into,24,"to perform the obligations set forth in this Agreement, and Miltenyi covenants that during the Term of this Agreement it will not enter into",24,False,False
33,9,any obligation owed to a Third Party that would materially impair Miltenyi’s ability to perform its obligations under this Agreement,20,50.04999923706055,199.8546905517578,544.949462890625,208.6921844482422,494.92446,8.86249,False,any obligation owed to a Third Party that would materially impair Miltenyis ability to perform its obligations under this Agreement,20,any obligation owed to a Third Party that would materially impair Miltenyi’s ability to perform its obligations under this Agreement,20,False,False
33,10,(including Miltenyi’s obligation to supply Miltenyi Products to Bellicum);,9,50.04999923706055,209.9547882080078,308.2311096191406,218.7922821044922,258.20611,8.86249,False,including Miltenyis obligation to supply Miltenyi Products to Bellicum,9,(including Miltenyi’s obligation to supply Miltenyi Products to Bellicum);,9,False,False
33,11,"(2) To Miltenyi’s knowledge and after due inquiry, on the Effective Date, Miltenyi owns all right, title, and interest in and to, or otherwise",24,50.04999923706055,228.2609405517578,544.94970703125,237.0984344482422,494.92471,8.86249,False,2 To Miltenyis knowledge and after due inquiry on the Effective Date Miltenyi owns all right title and interest in and to or otherwise,24,"() To Miltenyi’s knowledge and after due inquiry, on the Effective Date, Miltenyi owns all right, title, and interest in and to, or otherwise",24,False,False
33,12,"possesses all necessary rights and licenses under, the Miltenyi Technology and the Miltenyi Intellectual Property Rights, to perform its",19,50.04999923706055,238.9921417236328,544.9500732421875,247.8296356201172,494.92507,8.86249,False,possesses all necessary rights and licenses under the Miltenyi Technology and the Miltenyi Intellectual Property Rights to perform its,19,"possesses all necessary rights and licenses under, the Miltenyi Technology and the Miltenyi Intellectual Property Rights, to perform its",19,False,False
33,13,obligations under this Agreement;,4,50.04999923706055,249.0922393798828,169.35626220703125,257.92974853515625,119.33126,8.86251,False,obligations under this Agreement,4,obligations under this Agreement;,4,False,False
33,14,"(3) As of the Effective Date, Miltenyi has not received any written communication from any Third Party alleging that the manufacture,",21,50.04999923706055,267.39837646484375,544.9498291015625,276.23590087890625,494.92483,8.86252,False,3 As of the Effective Date Miltenyi has not received any written communication from any Third Party alleging that the manufacture,21,"() As of the Effective Date, Miltenyi has not received any written communication from any Third Party alleging that the manufacture,",21,False,False
33,15,"use, sale, offer for sale or import of any Miltenyi Product infringes any Third Party patent or misappropriates any other Third Party",22,50.04999923706055,278.12982177734375,544.9500732421875,286.96734619140625,494.92507,8.86252,False,use sale offer for sale or import of any Miltenyi Product infringes any Third Party patent or misappropriates any other Third Party,22,"use, sale, offer for sale or import of any Miltenyi Product infringes any Third Party patent or misappropriates any other Third Party",22,False,False
33,16,Intellectual Property Rights; and,4,50.04999923706055,288.22967529296875,164.93756103515625,297.06719970703125,114.91256,8.86252,False,Intellectual Property Rights and,4,Intellectual Property Rights; and,4,False,False
33,17,"(4) To Miltenyi’s knowledge on the Effective Date, except with respect to the agreements listed on Exhibit D hereto there are no",22,50.04999923706055,306.53607177734375,544.9500122070312,315.37359619140625,494.92501,8.86252,False,4 To Miltenyis knowledge on the Effective Date except with respect to the agreements listed on Exhibit D hereto there are no,22,"() To Miltenyi’s knowledge on the Effective Date, except with respect to the agreements listed on Exhibit D hereto there are no",22,False,False
33,18,agreements between Miltenyi and a Third Party that would impose any payment obligation on Bellicum with respect to the use of Miltenyi,22,50.04999923706055,317.26727294921875,544.9500732421875,326.10479736328125,494.92507,8.86252,False,agreements between Miltenyi and a Third Party that would impose any payment obligation on Bellicum with respect to the use of Miltenyi,22,agreements between Miltenyi and a Third Party that would impose any payment obligation on Bellicum with respect to the use of Miltenyi,22,False,False
33,19,"Product in connection with the manufacture, use or sale of any Bellicum Product, or any Bellicum use within the Permitted Use.",21,50.04999923706055,327.36712646484375,507.70672607421875,336.20465087890625,457.68173,8.86252,False,Product in connection with the manufacture use or sale of any Bellicum Product or any Bellicum use within the Permitted Use,21,"Product in connection with the manufacture, use or sale of any Bellicum Product, or any Bellicum use within the Permitted Use.",21,False,False
33,20,"11.3 Bellicum Representations, Warranties, and Covenants. Bellicum represents, warrants and covenants to Miltenyi that:",14,50.04999923706055,345.67352294921875,479.2999267578125,354.51104736328125,429.27493,8.86252,False,113 Bellicum Representations Warranties and Covenants Bellicum represents warrants and covenants to Miltenyi that,14,". Bellicum Representations, Warranties, and Covenants. Bellicum represents, warrants and covenants to Miltenyi that:",14,False,False
33,21,"(1) Bellicum has the scientific, technical and other requisite competencies to determine the suitability of each Miltenyi Product purchased",19,50.04999923706055,364.61102294921875,544.9501342773438,373.44854736328125,494.92514,8.86252,False,1 Bellicum has the scientific technical and other requisite competencies to determine the suitability of each Miltenyi Product purchased,19,"() Bellicum has the scientific, technical and other requisite competencies to determine the suitability of each Miltenyi Product purchased",19,False,False
33,22,hereunder for the use to which Bellicum will put such Miltenyi Product;,12,50.04999923706055,375.34222412109375,306.33740234375,384.17974853515625,256.3124,8.86252,False,hereunder for the use to which Bellicum will put such Miltenyi Product,12,hereunder for the use to which Bellicum will put such Miltenyi Product;,12,False,False
33,23,"(2) As of the Effective Date, the Product Specifications are adequate to confirm the suitability of the Miltenyi Product (including its",21,50.04999923706055,393.64837646484375,544.9501342773438,402.48590087890625,494.92514,8.86252,False,2 As of the Effective Date the Product Specifications are adequate to confirm the suitability of the Miltenyi Product including its,21,"() As of the Effective Date, the Product Specifications are adequate to confirm the suitability of the Miltenyi Product (including its",21,False,False
33,24,packaging and labelling) for the uses to which such Miltenyi Product will be put by Bellicum;,16,50.04999923706055,404.37982177734375,382.0877990722656,413.21734619140625,332.0628,8.86252,False,packaging and labelling for the uses to which such Miltenyi Product will be put by Bellicum,16,packaging and labelling) for the uses to which such Miltenyi Product will be put by Bellicum;,16,False,False
33,25,"(3) Bellicum will perform, and will cause its Subcontractors and Licensees to perform, sufficient incoming inspection of each supplied",19,50.04999923706055,422.68597412109375,544.9498901367188,431.52349853515625,494.92489,8.86252,False,3 Bellicum will perform and will cause its Subcontractors and Licensees to perform sufficient incoming inspection of each supplied,19,"() Bellicum will perform, and will cause its Subcontractors and Licensees to perform, sufficient incoming inspection of each supplied",19,False,False
33,26,Miltenyi Product to comply with its obligations under this Agreement and under all Applicable Laws; and,16,50.04999923706055,433.41717529296875,423.11871337890625,442.25469970703125,373.09371,8.86252,False,Miltenyi Product to comply with its obligations under this Agreement and under all Applicable Laws and,16,Miltenyi Product to comply with its obligations under this Agreement and under all Applicable Laws; and,16,False,False
33,27,(4) Bellicum shall manufacture (and require and ensure that any Subcontractor or Licensee will manufacture) Bellicum Products using,18,50.04999923706055,451.72357177734375,544.9498901367188,460.56109619140625,494.92489,8.86252,False,4 Bellicum shall manufacture and require and ensure that any Subcontractor or Licensee will manufacture Bellicum Products using,18,() Bellicum shall manufacture (and require and ensure that any Subcontractor or Licensee will manufacture) Bellicum Products using,18,False,False
33,28,appropriate standards of care and quality in accordance with Applicable Laws and all requirements of Regulatory Authorities applicable to,19,50.04999923706055,462.45477294921875,544.9502563476562,471.29229736328125,494.92526,8.86252,False,appropriate standards of care and quality in accordance with Applicable Laws and all requirements of Regulatory Authorities applicable to,19,appropriate standards of care and quality in accordance with Applicable Laws and all requirements of Regulatory Authorities applicable to,19,False,False
33,29,such manufacture; and,3,50.04999923706055,472.55462646484375,132.1125030517578,481.39215087890625,82.0875,8.86252,False,such manufacture and,3,such manufacture; and,3,False,False
33,30,"(5) Bellicum shall use, and will cause its Subcontractors and Licensees to use, Miltenyi Products in accordance with all Applicable Laws",21,50.04999923706055,490.86102294921875,544.9506225585938,499.69854736328125,494.92562,8.86252,False,5 Bellicum shall use and will cause its Subcontractors and Licensees to use Miltenyi Products in accordance with all Applicable Laws,21,"() Bellicum shall use, and will cause its Subcontractors and Licensees to use, Miltenyi Products in accordance with all Applicable Laws",21,False,False
33,31,and all requirements of Regulatory Authorities applicable to such use.,10,50.04999923706055,501.59222412109375,296.8688659667969,510.42974853515625,246.84387,8.86252,False,and all requirements of Regulatory Authorities applicable to such use,10,and all requirements of Regulatory Authorities applicable to such use.,10,False,False
34,3,11.4 Disclaimer.,2,50.04999923706055,100.74751281738281,107.1781234741211,109.58501434326172,57.15312,8.8625,False,114 Disclaimer,2,. Disclaimer.,2,False,False
34,4,"(a) EXCEPT AS EXPRESSLY SET FORTH IN THIS AGREEMENT, NEITHER PARTY MAKES ANY REPRESENTATIONS OR",15,50.04999923706055,119.68501281738281,544.9503173828125,128.5225067138672,494.92532,8.86249,False,a EXCEPT AS EXPRESSLY SET FORTH IN THIS AGREEMENT NEITHER PARTY MAKES ANY REPRESENTATIONS OR,15,"(a) EXCEPT AS EXPRESSLY SET FORTH IN THIS AGREEMENT, NEITHER PARTY MAKES ANY REPRESENTATIONS OR",15,False,False
34,5,"EXTENDS ANY WARRANTIES OF ANY KIND, EITHER EXPRESS OR IMPLIED, AND EACH PARTY EXPRESSLY DISCLAIMS ALL",16,50.04999923706055,130.4162139892578,544.9496459960938,139.2537078857422,494.92465,8.86249,False,EXTENDS ANY WARRANTIES OF ANY KIND EITHER EXPRESS OR IMPLIED AND EACH PARTY EXPRESSLY DISCLAIMS ALL,16,"EXTENDS ANY WARRANTIES OF ANY KIND, EITHER EXPRESS OR IMPLIED, AND EACH PARTY EXPRESSLY DISCLAIMS ALL",16,False,False
34,6,"IMPLIED WARRANTIES OF MERCHANTABILITY AND OF FITNESS FOR A PARTICULAR PURPOSE OR USE, NON-",14,50.04999923706055,140.5163116455078,544.949951171875,149.3538055419922,494.92495,8.86249,False,IMPLIED WARRANTIES OF MERCHANTABILITY AND OF FITNESS FOR A PARTICULAR PURPOSE OR USE NON,14,"IMPLIED WARRANTIES OF MERCHANTABILITY AND OF FITNESS FOR A PARTICULAR PURPOSE OR USE, NON-",14,False,False
34,7,"INFRINGEMENT, VALIDITY AND ENFORCEABILITY OF PATENTS, OR THE PROSPECTS OR LIKELIHOOD OF DEVELOPMENT",13,50.04999923706055,150.6164093017578,544.9497680664062,159.4539031982422,494.92477,8.86249,False,INFRINGEMENT VALIDITY AND ENFORCEABILITY OF PATENTS OR THE PROSPECTS OR LIKELIHOOD OF DEVELOPMENT,13,"INFRINGEMENT, VALIDITY AND ENFORCEABILITY OF PATENTS, OR THE PROSPECTS OR LIKELIHOOD OF DEVELOPMENT",13,False,False
34,8,OR COMMERCIAL SUCCESS OF PRODUCT.,5,50.04999923706055,160.7162628173828,219.856201171875,169.5537567138672,169.8312,8.86249,False,OR COMMERCIAL SUCCESS OF PRODUCT,5,OR COMMERCIAL SUCCESS OF PRODUCT.,5,False,False
34,9,"(b) Notwithstanding the generality of clause (a) above, Miltenyi hereby expressly disclaims any warranty that (i) the Miltenyi Products will",20,50.04999923706055,179.0226593017578,544.949951171875,187.8601531982422,494.92495,8.86249,False,b Notwithstanding the generality of clause a above Miltenyi hereby expressly disclaims any warranty that i the Miltenyi Products will,20,"(b) Notwithstanding the generality of clause (a) above, Miltenyi hereby expressly disclaims any warranty that (i) the Miltenyi Products will",20,False,False
34,10,"be suitable for the development or manufacturing of a Bellicum Product, or (ii) Bellicum’s intended use of the Miltenyi Products for the",22,50.04999923706055,189.7538604736328,544.949951171875,198.5913543701172,494.92495,8.86249,False,be suitable for the development or manufacturing of a Bellicum Product or ii Bellicums intended use of the Miltenyi Products for the,22,"be suitable for the development or manufacturing of a Bellicum Product, or (ii) Bellicum’s intended use of the Miltenyi Products for the",22,False,False
34,11,"development or manufacturing of Bellicum Product will be approved by any Regulatory Authority, or (iii) the Miltenyi Products will",19,50.04999923706055,199.8537139892578,544.950439453125,208.6912078857422,494.92544,8.86249,False,development or manufacturing of Bellicum Product will be approved by any Regulatory Authority or iii the Miltenyi Products will,19,"development or manufacturing of Bellicum Product will be approved by any Regulatory Authority, or (iii) the Miltenyi Products will",19,False,False
34,12,otherwise be suitable in any respect for a Permitted Use or be commercially exploitable or profitable.,16,50.04999923706055,209.9538116455078,408.6002502441406,218.7913055419922,358.57525,8.86249,False,otherwise be suitable in any respect for a Permitted Use or be commercially exploitable or profitable,16,otherwise be suitable in any respect for a Permitted Use or be commercially exploitable or profitable.,16,False,False
